0.031049,-0.021588,0.034314,0.0090335,-0.0034086,0.1168,-0.073152,0.027233,-0.11035,0.016679,-0.19151,0.11875,-0.017437,0.047343,-0.11897,0.066404,0.18169,-0.04526,0.079575,-0.0106,-0.051537,-0.089733,0.04275,-0.0085163,-0.16009,-0.007917,0.035802,0.010124,0.11325,-0.043762,0.020304,0.058707,-0.0083071,0.014211,0.095153,0.013642,-0.0032224,0.017083,-0.045147,-0.047734,0.045258,0.041258,-0.0075336,-0.057652,0.076412,0.01065,-0.058242,0.011491,0.04023,0.016306
-0.013618,-0.0081072,0.012886,0.0073511,-0.0025869,0.011553,-0.017665,0.0030193,-0.010971,-0.019445,0.013123,0.025458,0.018004,0.032999,-0.014559,-0.035233,0.025913,0.023619,0.051968,0.020029,-0.017241,0.0062896,0.019529,-0.0013325,-0.0092834,-0.0049498,0.027815,-0.0049561,-0.0050183,-0.019597,0.016206,-0.0035699,0.0031252,-0.010122,-1.9157e-006,-0.0038656,0.0092674,-0.0020063,-0.019293,-0.0026071,-0.011114,-0.0020643,0.0018059,-0.0038259,0.0032009,0.0025219,0.01213,3.7096e-005,-0.0056257,0.0060508
-0.068552,0.022118,0.076073,0.056451,-0.019632,-0.05864,-0.0043153,-0.0551,0.041424,-0.094657,0.31501,-0.036859,0.02776,0.031712,0.062816,-0.021385,-0.10323,0.035935,0.12169,0.018973,0.088931,0.14681,0.067263,-0.0030354,0.096336,-0.01661,0.044699,-0.08241,-0.097989,0.021059,0.036151,0.015068,0.017391,-0.046138,0.0086401,-0.010401,0.022432,0.0099578,-0.071086,0.022332,-0.043849,0.022152,0.0029398,-0.00095272,-0.076557,0.00072222,0.10313,-0.069691,-0.009921,-0.07221
-0.077848,0.049124,0.056453,0.026695,0.0019034,-0.13745,0.071833,-0.087847,0.096192,-0.06914,0.37976,-0.12968,-0.020956,-0.031774,0.15113,0.0058151,-0.26889,0.017735,-0.016066,-0.024588,0.13988,0.18373,0.011578,0.039006,0.18707,-0.00096738,-0.017535,-0.11133,-0.13299,0.082052,0.0011959,-0.0079211,0.033743,-0.033604,-0.053869,-0.024551,0.011551,-0.0047953,-0.016248,0.051267,-0.063445,-0.011712,0.0088259,0.041931,-0.11747,-0.00032894,0.12947,-0.075346,-0.013906,-0.080273
-0.016557,0.04539,-0.070147,-0.072025,0.073045,-0.17753,0.14634,-0.04901,0.14875,0.040783,0.15976,-0.21214,-0.052885,-0.12836,0.19958,-0.047151,-0.3694,0.051127,-0.22189,-0.041285,0.067956,0.1033,-0.12911,0.060734,0.21493,0.059642,-0.098595,-0.016988,-0.11492,0.058974,-0.052203,-0.098175,0.041823,-0.00026038,-0.19168,-0.048071,-0.0053235,-0.029635,0.1099,0.069206,-0.068856,-0.10806,0.022938,0.10874,-0.10068,-0.01127,0.088651,0.0042541,-0.048169,0.016224
0.072515,0.026482,-0.16193,-0.13187,0.10078,-0.11942,0.15098,0.012197,0.11794,0.14929,-0.17076,-0.19412,-0.081485,-0.18922,0.14112,-0.0087717,-0.27388,0.012631,-0.35476,-0.064751,-0.015269,-0.046926,-0.20992,0.047648,0.11658,0.088296,-0.15526,0.087085,-0.014239,0.029468,-0.093791,-0.11379,0.02029,0.046996,-0.19983,-0.035424,-0.031992,-0.030757,0.18746,0.045557,-0.013663,-0.12793,0.019479,0.10831,-0.025602,-0.017583,-0.022579,0.075608,-0.039628,0.087839
0.070789,0.0009169,-0.11095,-0.11471,0.096964,-0.018976,0.073515,0.03122,0.018483,0.13083,-0.28255,-0.070412,-0.074055,-0.10433,0.035936,-0.0073825,-0.1136,0.012431,-0.21977,-0.04754,-0.073558,-0.097681,-0.1481,0.04604,-0.012622,0.075662,-0.087711,0.077589,0.061738,-0.028114,-0.054075,-0.073588,0.022652,0.041979,-0.13071,-0.033722,-0.020045,-0.021825,0.12344,0.0073321,2.5849e-005,-0.10182,0.017458,0.061111,0.032769,-0.0044931,-0.04104,0.080687,-0.016226,0.10662
0.080249,-0.012205,-0.049696,-0.033881,0.03478,0.069132,-0.026023,0.045696,-0.041214,0.075022,-0.24446,0.024216,-0.022553,-0.050219,-0.06192,0.055919,0.086235,-0.024768,-0.0357,-0.019328,-0.054348,-0.10093,-0.042743,-0.028341,-0.10841,0.03547,-0.023777,0.081038,0.091625,-0.054277,-0.014254,0.0083044,-0.011951,0.024288,0.020744,0.0066241,-0.01587,0.018492,0.024593,-0.030171,0.051095,6.2104e-005,-0.001765,-0.020241,0.059025,-0.0063439,-0.072837,0.040516,0.013537,0.045286
0.0090375,-0.026955,0.048244,0.036875,-0.029843,0.11109,-0.090311,0.026848,-0.097733,-0.022848,-0.10557,0.13064,0.023408,0.079861,-0.12077,0.025878,0.20945,-0.022373,0.14372,0.021675,-0.046255,-0.059497,0.076054,-0.028328,-0.13787,-0.027081,0.064884,0.0047318,0.076399,-0.047295,0.036508,0.057515,-0.016371,-0.0023838,0.10715,0.020568,0.0062326,0.018074,-0.070829,-0.043427,0.035462,0.05612,-0.010288,-0.063884,0.062201,0.0087846,-0.042856,-0.001652,0.029366,-0.0017736
-0.0040112,-0.014873,0.10878,0.03815,-0.0026513,0.13432,-0.10327,-0.0036047,-0.14767,-0.030362,-0.094217,0.1531,-0.02904,0.092934,-0.13097,0.090121,0.17591,-0.044967,0.18395,-0.016412,-0.020961,-0.03797,0.10043,0.0075862,-0.17961,-0.01553,0.079701,-0.055125,0.11578,-0.049849,0.053376,0.096099,0.011069,-0.0062185,0.13427,0.0033805,0.010701,0.027056,-0.11014,-0.05618,0.030281,0.062585,-0.0053415,-0.080234,0.065674,0.020922,-0.0090704,-0.02663,0.05756,-0.013853
